known_count,unique_solution,puzzle_string,time_taken
29,False,34--8-----9--3---585-2-13--18--6-4-3-2--53-8-9--------5---4---82--8----44---2----,3.21
29,False,3---2---42---5--39--93-----------3-6-97-36---63---2----42--3-----5-1-46---374---1,3.65
29,False,--921----62---415958--------64---89-8--6-----3-2---------1--9-6--85----1216--8---,3.65
29,False,4---26-19----98---2--1-7-4----68--------74----4---398--738--26---65----4----6--9-,3.79
29,False,-1---4---8-213--9-9-728-5---7-6--1-----8-3----8-------631---8---98--13-----3-8-1-,3.79
29,False,12----8-----51------5-7-1---1------476--84---------27824---7--19718--------691--7,3.81
29,False,---82-----1-4----742------89--1--254-41--2-89----8417-1-4--------9----3-2----9--1,3.84
29,False,---27--8-------5-391-5--6-7-----9--4---4-586-3458--1-975--9--------5-23--------9-,3.85
29,False,-1-----2--9-15---43----49-1---2----5---549-------1-4--5---71243---4-5----24---51-,4.08
29,False,5-----7----9786--5-7-2-5--468----3--4--3--9-79----8-6------3--98-----67----6--25-,4.09
29,False,4-8---92--9--78---6--2---41--9682--4----9------2---189---9----8-84--7--6---84----,4.11
29,False,-13-5---67--8---5-5-----1-------6-24--85-----1------3-3-469---5-751--64-6----5-8-,4.22
29,False,--435-------2--346---9-------2-4-6--43-69-82------7439--846---3-9--3-----4---5---,4.24
29,False,3--1-------279-----6---587-523-67--8---5-1723--1-2-9------1--8-------1-7----79---,4.30
29,False,-8--13----3---4-5--468--3-----5---74-7-3---85---7--2----8-----9-2495-7----7--8--2,4.34
29,False,-5-978--------6-----6---8798---6--5-5-428-9--6------3---5-----3--73-269-----9-78-,4.62
29,False,--638-1----1-59---------5-758-----1--94--18---6-----4-----239--------78191-84---6,4.71
29,False,-1--4---------54--845-7---13-9--487------7---47--5-3------21-43-----97--1--783---,4.74
29,False,------3-553-6--892-2--83-144--3---81-5-----3--8--------4----5--3-5----48-9---5--3,4.77
29,False,-56-71-487---8-3-6-8---9-1---2--8-645-1---8-----5-3-7--6--9--85--5-6-------------,4.77
29,False,9---7-1-82-----69-1-7--8-5--94-1--8--8---7------85----8-97-1---72----8--4----95--,5.03
29,False,46----1-----4---72--2-6-4--3--9-6-4------43---478-------46--7-8--9----1---8741--6,5.18
29,False,21-467--5--92---8-----8--7-----31------7-84-9-725--3--------1-2----5-7--98-1-2---,5.19
29,False,2--68----5-----2--6-----394-5-4----77--9--64-1-------5--75-1-3-4-18-6-5--3-----1-,5.21
29,False,-9-73--2--431-2---217-9---8-------121--9-4--3-----3-8--7----8----8------9-2-7-3-1,5.22
29,False,----34---4-------1639-81-4-8--9--6-4-61---237-4----8-------8--33-6--2-----219----,5.23
29,False,826--45-3-45----98---53---4-38-4-------963-----2-15--------2----5148-----------42,5.24
29,False,---4-7-8-7-6-1--94-34---7-2865------4179---5----6-51---4----37-17------------6---,5.24
29,False,1-4-----8-3--1--74----9--3--8----3--943-------51----428162---5-32-----6-4-7----2-,5.26
29,False,23--6-5-----8----37-53------51----2----152----629----5---5-8---81--4-35--7-2---6-,5.26
29,False,---6----16-7-28----82-14-7--94--7--2---4----8---291---2-81-5---94----7-51--------,5.28
29,False,48-----2----4---1-3--8----7--8-3-1---3----2---9-21-7-8--6-73---8-36---7-7-9--83--,5.30
29,False,---------94------373--6-5--36945-----------96-17-9----5-4-18637-9----8-4---6--9--,5.31
29,False,--9--3-1-4---72---261-9---71----9---9-----7-1-4-------39----1----79-148---4-2--39,5.39
29,False,-9-2-3--7-----72--7-------1--9--6-4--1-4-279-43---912--5---1--994--5-------9--5--,5.46
29,False,---19---6-654----39-3---7-83--------1--36--85----15-9-----5-1-----9--45-59----83-,5.48
29,False,----42---------1-6-65--1------568--1-5-1------18--4765---8--6----6-578---8-416---,5.65
29,False,6--49-7-5-5------6-176-5-9-3-----1------49-7329---------3564-----6-2----------627,5.67
29,False,-45--7-------8--57--7-9---6---1-8----84----311--74---8-----674--71------3-6-7-81-,5.69
29,False,--236---47-------28-4512-6-1---7---54-8-3-7--5-7-------4--------8-7--42--7-42----,5.69
29,False,9--6-81-72-8915-----12---95--9------124------------93--568--4-9------25----59----,6.03
29,False,----9--27-7--2431-3-1---------7-9-8-73---82-4----3-79-6--2-3---28---7-----7----3-,6.04
29,False,--29--------287-----7---9----5-9-6-8478-6-1--6-3--8-2---9---2--8-1629---7-------9,6.05
29,False,78---15-9-----62---------8-8--74--5-----2----42---8-36-7---4--5---59-67---8--749-,6.14
29,False,-5-63---7-3----6--7--4-----1--58-3-4--9---51-3-------8----7-86---7---9-3-83-65--1,6.26
29,False,9-81--4635--4-----6----3-85-----------5-1-----4-3-985-1--67----4--93-5----7--8-1-,6.28
29,False,-73-9-54-5-2--6-93-493-5---4-7----6-12--4-3--------4-1---2-4--9----17--------3---,6.29
29,False,----9-4---4----9-3-1--23--7-7--62-9---4--1-6----9-4---4--6---29-8---9-4-----478-6,6.31
29,False,-3-----28795-4--63------54--2---4--5----85--4-5-32--9-9-8----5----45-9-2--------1,6.51
29,False,-------7--541---2-2-3--9--112-8---3----72-18---93412-5----1----5---3---2----5--1-,6.52
29,False,-1-------5-----1-29---21-8--29-6---------93-6-65--2----9--36-5-6-35--2--8-29--6--,6.53
29,False,-9----865-4178-----8-6--7--16-8--3---5--16---7------81-73-61---4---------16---5--,6.54
29,False,----41-9-1----7---9---6---1-----4-68--91-------56-9-14---4----9-917-65--3-498----,6.80
29,False,----78---9--2---6---7--49----98-6--5-----58-----749-2-712----9-----9-2----41-25-7,6.81
29,False,5----7-1-----54-67-4---1-356----31793-----4-6-7951--------7-----3-6--5-------57--,6.82
29,False,--41-728-712-83----3---47-----2--3--4-3-----6-57-----8-4-7--8---------6-27---8-3-,6.86
29,False,-2--84--6--9-5--8----6--1-5-9-4--5-------59-81-58-326---------3--6--2-51-1-----2-,6.87
29,False,----3721-2-5------17-2-9---95637-1-2-2----6-7--1--2--9---7-----3-7-1---------6-7-,6.87
29,False,6-9-4-3-----635----3----8-6-------3---346--585-6--3--13-4-96-----2-----3---314---,6.94
29,False,4639------59------2-1---4955-------4912-5--3-------5----57----8---5-2----47-982--,7.29
29,False,5---------8------269--134-8---4---6---98---4--56-------2-5-639-84---95--96----28-,7.32
29,False,--3-------1--9----9----2-4-7------311---7-49-3-21-9----39-14287-----53----8--3-1-,9.04
29,False,-8645-----2--3-8--9-3----1-4--9-5-3-6--3----1--8-------3---4-852-5----4-8-159----,9.21
29,False,6---4----9--5---464-2----9-----5---3-9---6-5--453---273----5-7---9-7--6--2-6-4--9,10.12
29,False,--2918--5---3----154-2--839---6-9-----5-876-3---5---8-65------47--4-2-----------8,10.14
29,False,-23-4--571-783---4-----52---123--5--5--294------------47-1-------14---753----7---,10.25
29,False,-2-54-----5---1-----196-5-2-62----98---85--7-----9-2548--4------49-7-8--2---8----,10.26
29,False,-----63--8-3-----66---32--8--8--3---46----893--5--8-27--98---3-536----8----3---6-,10.28
29,False,5-------6-41----726----9-51--6584----85-9--6-4----15-8-----5---------6-5-5----487,10.30
29,False,34---6-9--6-9-----98----5638----463---3-6-------5-3-7--56----4---9--5--6---67--5-,10.33
29,False,24---8-7-7----52-----7--------48---7-3457--------1--43-----76--3--6--718-76--14--,10.37
29,False,----894-6-3------7-----32------9-5833------7---5-----4--39--7-59-2735-4-5--4---9-,10.39
29,False,---9----3---4-5671--3-67---------4-8-5-----9--8-293-5--9--71--4----2-9-58-5----1-,10.40
29,False,-51-24--364--7-2---983---5--892--------8------7--9-3---2--43----------3--3--8947-,10.43
29,False,--93------13---4---5--91-----45-7--2--79----3-98--2--17--1-9-------731-----48-9-7,10.48
29,False,-5-----3--3---41-6--9-86--7----6-3---7-91-86--6--3897-9-----724---8--5-----2-----,10.49
29,False,-59-----6---------7--2---58--84---6--4--85-7-5-----849437--258----5-4------8-7--4,10.53
29,False,-41---2-----42-3-132--------3---61-----31-------5-4------74----2----341748-162-3-,11.16
29,False,--46---1-----324-----4-9--2-----82---9-371-48--82--1------5--2-28--47--9-------34,11.50
29,False,--9----831------46--43-891-------35-6-598---7---5-46-18--------3-1--------683---9,11.50
29,False,-4----6---8------7---------6----9-12-23-7-8-4-------768-2-6-4-93-579-26---4-28---,12.43
29,False,2--896----9-7--------32-9--837---19--629-3---9--1------2-------3----8--9789---6-1,12.45
29,False,---1-------6----4--9564--8-2--534----48-1----6--8---5-9-43-----35-4-1---8-129----,12.50
29,False,--9--------1---79-27-------15------8-----761--9782---------8--9714-93--6-83-15--7,14.01
29,False,-7--3-1--1--7-93---5--------9----7312-51739---3196--5-----14---5----7-1--1-------,14.02
29,False,-6----3-4-------2-3--82-7-----78---25------37-2743-5864-3-7--6---6-----3--2-6----,14.05
29,False,1-----67-6-41--3--9-7---1-47-56-------9-8---6-----574-----97--5-7---6-934---5----,14.06
29,False,--6-8-3--3---6--5-9-1-3--4-5-83---6---28-5--41----2--98-5--------3----25----58--3,14.07
29,False,-4--------3----2--------49--6--97---4---8-6------1693-1-97----3-7-3-184-32----716,14.71
29,False,-1---8-64-----4--1--96--8-764----17-----------35----9-------74--7--8-619-5147--3-,14.78
29,False,---86924-6--214------3--61--56---128---1-8-76------39---------22------6--1--4-7--,14.79
29,False,4----5-----5----8-8-3-----45--7-1-9--48-----7--7-3-4517-1----48--4-------891-46--,14.81
29,False,----83--1---16---8---59----------5--19--7-----7-64--19--79---2----4--79---975618-,14.83
29,False,-2-1-349-8---9-61----4---3-9-------47-2-348--4-86-----38-----49---3-------48-9---,14.84
29,False,--581---2---5-------876-53-----5--9--97--162----298---65-1-23--7-1-----------59--,14.85
29,False,-----37---3--7-9--7--8-5-3----758-9-39-----5---8-39---8-----2-----5---79-29---518,15.13
29,False,--75-6---5---3-7----3-47-5---4---1-5-2-4----76------4-4-6---27-1---74---7---6--14,15.15
29,False,-1--3--8-------2-3-34-68--1----13-544-1-753--3-----6-8-----18--1--3-----84----1--,15.16
29,False,-4---973--91-3---8-7-2-----7---15-4----4--3---2--78--5-3---1-7--6--432---5-7-----,15.18
29,False,-1----364---483-----7----5-----3-416---8-473-4-3-----5-2-----43-341--5-8------2--,15.20
29,False,--7---2-4-3--1-7--62-----13-4-2--16-2----147--------2-3------51--4---6-7-61--3--2,15.21
29,False,-754--2863-8----7-4----9-------7--93-9----8-5---5----76----7---1-9--57-47---6-5--,15.22
29,False,7-5-6-3--9--3-2--723--7-816--1-9---8--7----9----7-----------98-3----9-71--98--6--,15.23
29,False,----13-72--16------57-----379----5--38-----1-1-59--7---1-3872---2----3-7-7------1,15.23
29,False,54--8-----7-1-6-------45----2-6---41--45----------42567-2-----9----57-1--56-2--74,15.39
29,False,-294---6---4-9--1-----2-49-4--9---2--1-----899--1----4-768-91---9----8------159--,15.39
29,False,-1----4---5----71--74---------42---7--7--1-244--7--1-----97----54--16-7379--34---,15.44
29,False,--91-32-8-2--9----------3--9-5---8--263-58-4--48-31--6--4------6-2----84---4---2-,15.52
29,False,87-9--1-65----67-99--47---5--529--1---8----5--------7-4----9-6-----6-8-469--4----,15.53
29,False,638-1-------36------5-8------19-2--47---5--2-2-68-3-------2---9129--6---5--1-8--2,15.53
29,False,85------------4-8--4658---7----5----1-54-63-8-----3-1-9-83-----5-4-1-869-------53,15.54
29,False,---6--25-2------7----25-3-----923---93--8-5-----1-5-----3-126---9--3-82-1-----435,15.56
29,False,---------------7-3-697234--6------3-9--63-2--73--589-6--7-6---------4-72-963----4,15.89
29,False,-------3-895---461---6----5----1-6---7---68--31--------5946-3-----359---4-71---96,16.05
29,False,94-7----2----495-----2----4482----5-1-----8--56-----49-58--2--7---5----1-1-4--2-5,16.35
29,False,7---8----9-1---7----81----------4--7874-251-----7--5--49-8---72-87-9-4-1-----7-6-,16.55
29,False,62-5---18-9-----2--7-2465-3-------4-84--2-6-1-16---2---5-----64--------22--96----,16.56
29,False,--42----8-5----9-436---5-7-4--5---67----8----5--4---8-8---54---2478---1----1---46,16.57
29,False,----4-2-8-5----4-71--------2----3-8-----9--2-4915-8----19--6----2--578--5-7--4-62,16.87
29,False,-78-2-----14----7-23-----968---6------1---8-2---8--76-197-826-------6--1----13-2-,18.22
29,False,4-------976--4-3----9-----4------495-2----7--9---6--3--9-----466-849---7-427-6--3,18.34
29,False,9-------3163-4------2----68--168-53--98-516--63----8-----1----58---3-7------9-3--,18.34
29,False,--8----5-7---3---15--68---7--5-27---19---6-2----3---68-7-5-268----9-----8-6---9-2,18.36
29,False,-15-48-2346--1-7-----65-8--------2-12----1-6------94-------4--6--3-65-4-5-----18-,18.43
29,False,9----8---5-1--43--6-32-7-1975-9--6----9--2--42-4-8-----------57--7-25----2---6---,18.44
29,False,----9-8-1-62-8-9--1--------3--2----9----69--4-96---7----4-2-1---2-8-7-939--643---,18.79
29,False,2-3-8---51---9--------5-----4--3-27-8-14---63-6---19----6-----2---9-8--778---2-96,18.80
29,False,1---6-----9-587---6-7-----556---1-7----3--5--23---5-6-8---72--3----5---772-6---9-,19.30
29,False,------98-8-25---7---7------78965-----3-----52-25--8---2--7--6------8-4-99-824-5--,19.35
29,False,---53---9-67-------521-----6--3-5---2---1---81---8------8--32155--72--94-21--9---,19.36
29,False,-6-195-----56-------27--5-6--196---8-----1--9---52-1-----87-635----1-----8--5-9-1,19.49
29,False,--3-2-7----5-71--478----5-----6-8-75-78-----2---752---8271---3-----------5-3-7--1,19.51
29,False,--6------1--5-87-6---93---42-3814--7--8---5---1-72-8--8-------1--16------64-5-2--,19.53
29,False,9----8--7-4-9-----78-43-9-2---8124------------1-7-9------5----44---837---326-4--8,20.02
29,False,-9-83--2-56--------------7------82--38-5-2--9--23178--8--42--9---9-----8-7-1---52,20.05
29,False,8-------5-----4---97---3-847-9-15----5-9--1-3----3---9-8357----1---4-85-5-6--9---,20.08
29,False,2--97-6--9---28-----6--4---6-------841---2-6--2-86--7----285-----214-----7----852,20.09
29,False,--3--72---4--62-73287-3-4--------5--82------14--1-3--7--------27-2-4--1--6-2---3-,20.13
29,False,2-------8-------52---5-2-7--17--4----34--82-5-821-----3--7---2-79---3-6-42--5-8--,20.69
29,False,-25-49-8318-27--45---5--2----8-----9-3-4--1------523--------8-4---------89--34-1-,20.71
29,False,------9--4--3---17-7-54-8---2-9-87-4--71---9-9---7--6--942-----7--6---8----7-4-3-,20.72
29,False,-189-7-----3------479-6-5-18-------------695896-------391--4-6--4---5-19--5-----3,20.95
29,False,5---6-----6---21---9-185--------15-8--563-2-1-----8---954-1---2--32-69----6----1-,20.95
29,False,-523--------7268------58-2-----8-5--2-463--7---9-123-6------2---9---4-35----93---,21.06
29,False,4-31-7--6--1-25-9-9-2------37-2-14-------413---43-9-7-54--------3-4------1-5-----,21.06
29,False,264----8-15-38--2483-------5---73----------56--2--513---54-8-----36------4-7--5--,21.08
29,False,--6--8-52923-----8--57--31----8-3-------5---3-3--96----1--3-2-4---2-----39---4-87,21.19
29,False,-89-1-2--7--42-8----598-4-1---154----1--78-----7---128-7------4----4----1--8----7,21.20
29,False,--2-4------8--74--4792------47--25-1-3-8------5-4-1--9--4----157--9-4---1-----84-,21.21
29,False,-5-69--1--6-----3-------64-6----1------23-5------69-82---1-695-51-9---6489---5---,21.78
29,False,2-9-3--6-18---43----3-62--8---38------8-59--3-91----8------38-1--24---3---78-----,21.79
29,False,3--------1-7---8------4-516------9-3-7---9----1-45--6-73-8--4----5317--88--59--7-,21.84
29,False,8-26-57---------8----8----5----7-5--9---1-6282--56----3------5--5-98--3-1283----6,21.91
29,False,-----1--9-------71----5--631--56-3--8971--45-36-9--7-----4--6----689-1----3---9--,21.96
29,False,--1--34----7--8-5-84----3----85---4-------5--95--8---2---8-12-44893----7----7-89-,22.02
29,False,1---394----41---378----7--97--6---4141-8-3--2---4----------4---3-89---6424-------,22.03
29,False,---9--82------29762--6------4---------5---7-2872--96---6-2----8-27-----948----237,22.07
29,False,4-3--6--9--7-2--65-6--------5-6-23-86---3-------4752--2-4--7-----6--4-8-----61--4,22.13
29,False,6-84--------6-9---7---8--4--4---5--2-6---4-9-9-52--4---96---7-4--4--8--98--946---,22.15
29,False,----48---2-------6--41--8----6----28----9-5-3--5-8--64---82--918-1-3-6-535------2,22.16
29,False,-25--3-9------8-43----5----4-3-7--19-1-2-53--8--9-----5-----738---5--9------8-125,22.17
29,False,-8---2--------523---2--9-----3-8794264-29------8-------65934-2----7---9---9--83--,22.21
29,False,-----9-1-2-4-369-89----8-426-9-4---1-----2-8---16----9---------5-8--14-3-93--5---,22.23
29,False,-3-------1897----5-4---8-3-825-1--7-7--4-5-----687-----7----8------87---2-8-5-4-7,22.25
29,False,2--986----91----3-----13--9----219-8-827---1-9----8---1--8--39-7-9--2-----8-----4,22.33
29,False,--2---35-----7-86----3-82-7---1-3--223-867--56----------5-----8-2758--3---87-----,22.36
29,False,-45--------8-69-4--------6-3-9------47-1--92---24--3--8-3-------91-5743--64-8--5-,22.41
29,False,-5--3---8-3--8-1-----4--352-------3-2-59-36--6438-52--------51--9--2----3---5--2-,22.42
29,False,-75-4------659--3----6--54------1-2-5-2--6----3----756--8--------3--46-5-64275---,22.46
29,False,9-3---2--2-59--31--8--52----1--25--------35925--------3--2-9-8--9----6-5---56-9--,22.56
29,False,1-----8---9---8----8-6---1--1--39-84----85--9-----61-----45-3--5-1-6--9--32--154-,22.66
29,False,----567-36---1-4-------865-5138----6-------8-----6--35-5-6------8-3--561-67---8--,22.76
29,False,---8-3-9-6----9-4--4-16-32--61--4--33-4-1--------3--614-6--------34----2---65--3-,22.83
29,False,89--------1-9---2-3--7-4-----987--34-34-9--7--78--12----------1--314----2-----743,22.85
29,False,61-53------3--9-5---5--1--3-3278--4--------35-5---4----------8-3-----5--5--123796,22.95
29,False,-1-------9---3-1----3--18-92-----4--1------5-3-5--4--18-1-765-24--------7-6-98-14,23.05
29,False,7-----4---1--54---4-83--2------45---2-3-----45--831-276----------5---6-8-2-61-54-,23.86
29,False,--2-9-------327--9-794---8-2---3-1--894--235--1--89---9----326-------8-------8--1,24.03
29,False,--4---5------2-341--934--7---------8--7-----45---7-9-397--146-58-----4---4--87--9,24.09
29,False,-8-2--54--2-------5--8-4--2-6832-954----9--13-----5---245----91--69-24-----------,24.13
29,False,--4--2------7854--8-5-4----64---9-5-9-------3-1--6--4--7-8-159-3-9----7----9-6--4,24.20
29,False,1--6-4---62-9--4---5----76--4--93-------6---49-642-13-----8-9------4---3---276-1-,24.39
29,False,--5---9---3---2--8--95----19-8-5-1--1---9-652----1--893--7-92-58-----79-------8--,24.46
29,False,--------3--5---94-2---498----3--7----52---197------5349----3-2--3-----5-52798--1-,24.75
29,False,6783---4-3157-4-----------1------9-------64-89-4-----6-814------6-17-89--93---1--,24.97
29,False,----9586-6-8-4-9----58-6----43--8-9----4------6---12-8-8--------241--58-9--6-4---,26.28
29,False,-4--------8--7----2----1--8-2--1--4--5---42-7-3-----56-154---7--6-1574--4----3-15,26.32
29,False,--139------3176-82-7----3--8--2--7---178-9-24-247--8--7---------42-----7------1--,26.47
29,False,8--39-7-----8--9---7------82---8---1-3-9--84-681--3------7----9-----9---3-9128-76,27.42
29,False,------124--1--2----42-97--62-7--964-------2----4-2----91-----8---32---194--9---65,27.43
29,False,---2--9--29------------56-83--5-6-9-------8-------87--629-5---77----25-98-5--9236,27.44
29,False,----8--12-----1--6----6-87-6-185----2-----5-7-5-3-2--1-1-6--7-8---17---3---238---,27.59
29,False,--5864--22----7---4--2-------13--5--546782------5---246--1--------4-----3--6784--,27.64
29,False,89----237---------27--39-1--1-8-2974------3-----1----2----2874-4--7-----7-2-4---5,27.65
29,False,-----7-65647--5----5-6---7------87-----57---673--4-----62---5---7-3-96---98---32-,27.66
29,False,--5--46-----369754964---8-3-7-9-32--3--------------3-9-9-8---3--2--9----4-----92-,27.69
29,False,--38-1--9-9-3---4--7-9----1-4-5-8---3---7-9-4-----9-3-9--6-4-53-3----4----6-1-8--,27.78
29,False,5--7---3437---------4-25--78--46-3-2-----25--24-1-3------5-4---4---71-6------84--,27.80
29,False,57-6--8-38-6-3----4---81-9--8---73--2--8----4--5----8---9-78--2----645--3---2----,27.82
29,False,---3--7-1---------71-685--26--8---2-23----9684-1-96----6-4----95-----8--97------6,27.83
29,False,-7----2---2-----5-------3---8---5--1--7-1--35351--24-6--8-6--42-4-5-7---5-2----67,27.99
29,False,--36-2-4---6--75--57-98---69-5------7---9-----2-5--9----9--58--6-7-29-3--5-----7-,29.46
29,False,---12-7--27--5-41-6-1--3--5--7-14-8------7-411--26-------5------2-7-1-5-7-----1--,29.46
29,False,-72---5--9--842-1-----59--6--9--6--1---2-5-98--1-----57-4-9---21--6--9------2--7-,29.48
29,False,91--6-348--------66-34------9--86----------9-1----38627---3-------19--3723-6--9--,29.86
29,False,2----4--66------2-4--68219-----2-6-91-2--9--------------92-6--1-----8962--6-9--47,29.99
29,False,--3--7--26--1----77---6-8------58-2--5--2-7-3-47------87-21--461-6--4-8---------1,30.03
29,False,-85-6--4237--42---2-4--3-8--3--8-9-----35-----9--1--3--5--2-----2-6-58-------85--,30.04
29,False,----98-4----64--7--4--1-2--7---6--251-6--973---4--7-19519----6-----7-------9-6---,30.04
29,False,-----2-3------358-3-4-5---1-----4-9--1-39-2----38-7-45----4---7-3---8--9---531-6-,30.14
29,False,8--7------7-18-2592165------6-----4-95-2-4-8-4-------2---4---9---9---47-54-----2-,30.15
29,False,--6----1-----8-2-4---2---7----7--4---7-----86-6-1-87----9---54-4--8--96-657-148--,30.20
29,False,95-1-83--2--56---8------9--3----5-1--41-8-5--------42--3-----84418-5---3----3--5-,30.21
29,False,--47-----72-41--83-1--2---7--7------------7--1-2--78---9-37-2-----28-35928--5----,30.32
29,False,3-2---89----1--326------------7--53--1--8-6----7-34-898-----2-3-34----17--6--34--,30.43
29,False,5-8-9-----6--2-7--4--7--8---852---76----6--2-2-6178---6---87-----------7--19---82,30.50
29,False,-5--2--48---9-------81-4-2-5-9---1844-2-81--9-----7--------64--1---497---46-----1,30.51
29,False,-6-13-----3-67-----1--2--8-67----21--9-7--5----------772-------1-9357-42--6---73-,30.53
29,False,9-32---7--8-45--3-6--79--5------9-6--7--2--9--96---5-35398--7-------59----------5,30.64
29,False,68--------97-8--423------8-469-7-2----84---1--7--9--649---64-----2---1--7-6---4--,30.67
29,False,1---2-6-428-----9-976---5-----19--5---9-6-4---6-2---1964--82----5-61------1------,30.68
29,False,941---7-----9---46---374--11---58-6--8-----7--6--2-5--35--4-6---7---1--5--6-9----,30.70
29,False,43---------52---4----36---55--49--2-------5-------71-43--64--522--9-----95-7234--,30.73
29,False,43----8-658--7--23---------76----9--94-8-3-----3-675---765-----8------75---79-6--,30.74
29,False,---1--63---69-248--38----2-----84-6-8--2----36--------4---2------145-29---28--5-4,30.75
29,False,-145----7--2--7---8571--4--7---148--591---7----87---------4-----8967-5-4----5----,30.76
29,False,26--74-159-----637---6--2-----7----------2-61----63----------2--5-----8448-12735-,31.14
29,False,2----4-96-6---9--5---86------643----1-3695-487---1-----4---2-6--1-5-----5---4-3--,31.18
29,False,----2---36---------2--6-84---46----8-6841-9-23---5--6--3---2-86482------------321,31.44
29,False,-------1-43---1-7---16--9-8--31-9--7-4---3-5-------3---649---23--2-----93-94---65,31.45
29,False,2--6--4--7--1-3296--69------674----91-423-7-5----6--1-6------------76-42------6--,31.46
29,False,2----87--83---59467--------5-----392--3-2------235-4-1--85--------8--56----9---27,31.49
29,False,--21---6574---51--8-1------52-6-8---1---5-6-29--4-258--------54-85-4---6---------,31.53
29,False,--6-4-----------------86--273-------62---7389--16-87248--7---6--6-1928------6---1,31.94
29,False,4--3-6---9--14----6---2-3-4----64---1-5-7-----69-157-----6--43--2--3----53---1-6-,31.96
29,False,-----9-2-5293-8-6---86-------3------2---345--49--6-38---5---29-94----8-------54-6,31.99
29,False,--7-593----1-6--9-3-9-7---88-----4---6-39---------6935--8-4----9-46-1--71--9-----,32.02
29,False,-1----976748--631------3------41--87--49-------763---4-7-3-8-----37-9-------4--3-,32.03
29,False,9--3-6-----68-----8---9-61319---73-4435----8-----385----36--------7----5-8-1----6,32.07
29,False,-58621--9-9-7-815------5-7---------59-5----2-86-5----3--7---------2-39----9-8--17,32.77
29,False,9--2-4------97-8--218---94-8--1--5----16---89--9----7---25------9-7---1----41-2-5,32.79
29,False,58----7---1475--3-62---4-1--7---2---8-2--15--1---73-8-7-----8----8--71-3------6--,32.80
29,False,7---5826---8----5---6---7---6-8-5--985------------2-8-6-5---1-2--49265----2--1-4-,32.84
29,False,8-----1----9--1-----182-3--48-----1------8-9---3--48--5-41--6---3--9-2-4-28-43--1,33.18
29,False,4-8----6---93-6------8-52-35-3-------9--58-----6-39-4--62-9-3----1-8------56--9-8,33.20
29,False,-9-8----4421---6---8-----9---467--8-----8--1---6-----3-49317---168-9--3------89--,33.32
29,False,-----8--32----39--936----2---2-6--31--31--6-----832---3682-5---5-----3-67---8----,33.35
29,False,-1-5-9-7--57-----8-9--------69---5-75--1-68---74-5--6-7-------5----1-7-9-4-7-5--1,35.01
29,False,2---745-3-67------------6--7---6--25--5---1--12--5-----4-2----15--7--9-29725-1---,35.02
29,False,-94--3-6-3-----98---6-9534-96--------7-3-46-95----9-73-------9--89--2-----7---4--,35.05
29,False,2---6-----------26---7----4----15238---68-5---15---46--8------2-----618-35-8-26-7,35.11
