23,--2----7-61------9----3-85---5--2--------6--3-2-71-6--4-68--9-----------8--3--4--
23,---5------49---1--3-597---------2-------8-39---1---47--8------16---43-----3-5-6--
22,----13--84-6------7-----6------864-----4--87-------1-9----28-3---1--7----59------
22,---3-42---1-9----------179-4----9---3--1--5----52---8---9-8---3-------162--------
22,---3-42---1-9----------179-4----9---3--1--5----52---8---9-8---3-------162--------
22,---3-42---1-9----------179-4----9---3--1--5----52---8---9-8---3-------162--------
22,----13--84-6------7-----6------864-----4--87-------1-9----28-3---1--7----59------
22,--59-3----68---2--3-2---1---8---7-3-2---14-------8---59--2-------1----------7-9--
23,-----------4--9----1-53-6----7-8------------4-8-1-432-7--2-----6-2---5--9--65---3
23,-----------4--9----1-53-6----7-8------------4-8-1-432-7--2-----6-2---5--9--65---3
22,-4-----6-3---------7-2-1------6-9--4--2---5--5-----7-----3---15258---4--9----2---
23,4----9-6-----3--------618-96-------8--1----------7-543-6---7---------21-385-----7
22,--59-3----68---2--3-2---1---8---7-3-2---14-------8---59--2-------1----------7-9--
23,----2--1-4-37----58--59-----21---8---------7--4---7-------8-4-7--8---19-9---1----
22,5-----9-1-----62----2----5--76-2------9---8-2-1---3--5-84--7-6-1--5--------------
